"","Metro","Dimension.Type","Month","Dimension","Measure","Value","YoY"
"422","Philadelphia","Job Title","2019-03","Office Manager","Median Base Pay","$53,944 ","4.50%"
"423","Philadelphia","Job Title","2019-03","Operations Analyst","Median Base Pay","$61,707 ","1.80%"
"424","Philadelphia","Job Title","2019-03","Operations Manager","Median Base Pay","$73,295 ","1.30%"
"425","Philadelphia","Job Title","2019-03","Paralegal","Median Base Pay","$52,630 ","2.50%"
"426","Philadelphia","Job Title","2019-03","Pharmacist","Median Base Pay","$120,499 ","-0.40%"
"427","Philadelphia","Job Title","2019-03","Pharmacy Technician","Median Base Pay","$30,131 ","7.20%"
"428","Philadelphia","Job Title","2019-03","Physical Therapist","Median Base Pay","$78,231 ","1.00%"
"429","Philadelphia","Job Title","2019-03","Process Engineer","Median Base Pay","$83,127 ","1.10%"
"430","Philadelphia","Job Title","2019-03","Producer","Median Base Pay","$58,856 ","4.50%"
"431","Philadelphia","Job Title","2019-03","Product Manager","Median Base Pay","$97,877 ","1.10%"
"432","Philadelphia","Job Title","2019-03","Production Manager","Median Base Pay","$69,223 ","1.70%"
"433","Philadelphia","Job Title","2019-03","Professor","Median Base Pay","$99,290 ","0.70%"
"434","Philadelphia","Job Title","2019-03","Program Manager","Median Base Pay","$80,721 ","-0.30%"
"435","Philadelphia","Job Title","2019-03","Programmer Analyst","Median Base Pay","$74,437 ","1.60%"
"436","Philadelphia","Job Title","2019-03","Project Manager","Median Base Pay","$78,780 ","0.60%"
"437","Philadelphia","Job Title","2019-03","Property Manager","Median Base Pay","$62,029 ","3.30%"
"438","Philadelphia","Job Title","2019-03","Quality Engineer","Median Base Pay","$76,698 ","1.30%"
"439","Philadelphia","Job Title","2019-03","Recruiter","Median Base Pay","$53,575 ","1.50%"
"440","Philadelphia","Job Title","2019-03","Registered Nurse","Median Base Pay","$74,403 ","1.60%"
"441","Philadelphia","Job Title","2019-03","Research Assistant","Median Base Pay","$31,472 ","3.30%"
"442","Philadelphia","Job Title","2019-03","Restaurant Cook","Median Base Pay","$30,897 ","0.90%"
"443","Philadelphia","Job Title","2019-03","Restaurant Manager","Median Base Pay","$52,432 ","0.60%"
"444","Philadelphia","Job Title","2019-03","Retail Key Holder","Median Base Pay","$30,736 ","2.50%"
"445","Philadelphia","Job Title","2019-03","Sales Manager","Median Base Pay","$68,334 ","-0.40%"
"446","Philadelphia","Job Title","2019-03","Sales Representative","Median Base Pay","$53,353 ","3.40%"
"447","Philadelphia","Job Title","2019-03","Security Officer","Median Base Pay","$36,081 ","4.00%"
"448","Philadelphia","Job Title","2019-03","Server","Median Base Pay","$35,992 ","1.30%"
"449","Philadelphia","Job Title","2019-03","Software Engineer","Median Base Pay","$88,372 ","1.90%"
"450","Philadelphia","Job Title","2019-03","Solutions Architect","Median Base Pay","$115,349 ","2.20%"
"451","Philadelphia","Job Title","2019-03","Store Manager","Median Base Pay","$55,003 ","0.90%"
"452","Philadelphia","Job Title","2019-03","Systems Engineer","Median Base Pay","$81,658 ","1.40%"
"453","Philadelphia","Job Title","2019-03","Tax Manager","Median Base Pay","$101,414 ","1.00%"
"454","Philadelphia","Job Title","2019-03","Teacher","Median Base Pay","$53,511 ","1.70%"
"455","Philadelphia","Job Title","2019-03","Technical Editor","Median Base Pay","$56,174 ","1.40%"
"456","Philadelphia","Job Title","2019-03","Technical Support","Median Base Pay","$50,638 ","2.80%"
"457","Philadelphia","Job Title","2019-03","Technician","Median Base Pay","$49,864 ","1.60%"
"458","Philadelphia","Job Title","2019-03","Truck Driver","Median Base Pay","$61,085 ","5.30%"
"459","Philadelphia","Job Title","2019-03","UX Designer","Median Base Pay","$76,826 ","1.10%"
"460","Philadelphia","Job Title","2019-03","Warehouse Associate","Median Base Pay","$42,240 ","2.30%"
"461","Philadelphia","Job Title","2019-03","Web Designer","Median Base Pay","$58,232 ","-1.80%"
"462","Philadelphia","Job Title","2019-03","Web Developer","Median Base Pay","$72,373 ","2.40%"
"463","Houston","Job Title","2019-03","Accountant","Median Base Pay","$59,824 ","0.10%"
"464","Houston","Job Title","2019-03","Administrative Assistant","Median Base Pay","$43,886 ","-0.10%"
"465","Houston","Job Title","2019-03","Attorney","Median Base Pay","$121,512 ","-4.20%"
"466","Houston","Job Title","2019-03","Bank Teller","Median Base Pay","$31,440 ","4.60%"
"467","Houston","Job Title","2019-03","Barista","Median Base Pay","$23,119 ","1.80%"
"468","Houston","Job Title","2019-03","Bartender","Median Base Pay","$39,537 ","11.80%"
"469","Houston","Job Title","2019-03","Business Analyst","Median Base Pay","$71,925 ","-0.30%"
"470","Houston","Job Title","2019-03","Business Development Manager","Median Base Pay","$77,230 ","-1.30%"
"471","Houston","Job Title","2019-03","Buyer","Median Base Pay","$60,531 ","0.70%"
"472","Houston","Job Title","2019-03","Cashier","Median Base Pay","$27,395 ","4.00%"
"473","Houston","Job Title","2019-03","Certified Nursing Assistant","Median Base Pay","$28,533 ","1.50%"
"474","Houston","Job Title","2019-03","Civil Engineer","Median Base Pay","$75,778 ","-0.10%"
"475","Houston","Job Title","2019-03","Claims Adjuster","Median Base Pay","$52,022 ","2.80%"
"476","Houston","Job Title","2019-03","Communications Manager","Median Base Pay","$72,051 ","0.90%"
"477","Houston","Job Title","2019-03","Construction Laborer","Median Base Pay","$39,384 ","0.50%"
"478","Houston","Job Title","2019-03","Consultant","Median Base Pay","$83,696 ","0.10%"
"479","Houston","Job Title","2019-03","Customer Service Manager","Median Base Pay","$53,568 ","-0.20%"
"480","Houston","Job Title","2019-03","Customer Service Representative","Median Base Pay","$37,987 ","0.90%"
"481","Houston","Job Title","2019-03","Data Analyst","Median Base Pay","$65,023 ","0.60%"
"482","Houston","Job Title","2019-03","Data Scientist","Median Base Pay","$107,427 ","-2.70%"
"483","Houston","Job Title","2019-03","Delivery Driver","Median Base Pay","$39,138 ","0.10%"
"484","Houston","Job Title","2019-03","Design Engineer","Median Base Pay","$82,365 ","-0.80%"
"485","Houston","Job Title","2019-03","Electrical Engineer","Median Base Pay","$85,447 ","0.80%"
"486","Houston","Job Title","2019-03","Emergency Medical Technician","Median Base Pay","$38,173 ","1.10%"
"487","Houston","Job Title","2019-03","Field Engineer","Median Base Pay","$70,310 ","-1.50%"
"488","Houston","Job Title","2019-03","Financial Advisor","Median Base Pay","$52,483 ","-4.60%"
"489","Houston","Job Title","2019-03","Financial Analyst","Median Base Pay","$69,232 ","-1.30%"
"490","Houston","Job Title","2019-03","Graphic Designer","Median Base Pay","$48,123 ","-0.40%"
"491","Houston","Job Title","2019-03","Human Resources Manager","Median Base Pay","$82,496 ","0.10%"
"492","Houston","Job Title","2019-03","Insurance Agent","Median Base Pay","$37,674 ","-4.50%"
"493","Houston","Job Title","2019-03","IT Manager","Median Base Pay","$97,190 ","-0.70%"
"494","Houston","Job Title","2019-03","Java Developer","Median Base Pay","$85,080 ","0.60%"
"495","Houston","Job Title","2019-03","Licensed Practical Nurse","Median Base Pay","$46,702 ","-0.10%"
"496","Houston","Job Title","2019-03","Loan Officer","Median Base Pay","$45,450 ","-3.70%"
"497","Houston","Job Title","2019-03","Machine Operator","Median Base Pay","$39,391 ","0.60%"
"498","Houston","Job Title","2019-03","Maintenance Technician","Median Base Pay","$43,442 ","0.00%"
"499","Houston","Job Title","2019-03","Maintenance Worker","Median Base Pay","$38,560 ","-0.10%"
"500","Houston","Job Title","2019-03","Manufacturing Engineer","Median Base Pay","$77,616 ","0.00%"
"501","Houston","Job Title","2019-03","Marketing Manager","Median Base Pay","$73,920 ","-1.90%"
"502","Houston","Job Title","2019-03","Material Handler","Median Base Pay","$37,226 ","2.80%"
"503","Houston","Job Title","2019-03","Mechanical Engineer","Median Base Pay","$82,355 ","-0.90%"
"504","Houston","Job Title","2019-03","Medical Assistant","Median Base Pay","$34,908 ","-0.70%"
"505","Houston","Job Title","2019-03","Medical Technologist","Median Base Pay","$56,218 ","0.20%"
"506","Houston","Job Title","2019-03","Office Manager","Median Base Pay","$51,667 ","2.90%"
"507","Houston","Job Title","2019-03","Operations Analyst","Median Base Pay","$63,766 ","0.30%"
"508","Houston","Job Title","2019-03","Operations Manager","Median Base Pay","$72,331 ","-0.20%"
"509","Houston","Job Title","2019-03","Paralegal","Median Base Pay","$55,500 ","1.00%"
"510","Houston","Job Title","2019-03","Pharmacist","Median Base Pay","$114,332 ","-1.90%"
"511","Houston","Job Title","2019-03","Pharmacy Technician","Median Base Pay","$33,101 ","5.60%"
"512","Houston","Job Title","2019-03","Physical Therapist","Median Base Pay","$76,634 ","-0.50%"
"513","Houston","Job Title","2019-03","Process Engineer","Median Base Pay","$91,132 ","-0.40%"
"514","Houston","Job Title","2019-03","Producer","Median Base Pay","$56,976 ","3.00%"
"515","Houston","Job Title","2019-03","Product Manager","Median Base Pay","$100,245 ","-0.40%"
"516","Houston","Job Title","2019-03","Production Manager","Median Base Pay","$70,295 ","0.20%"
"517","Houston","Job Title","2019-03","Professor","Median Base Pay","$98,801 ","-0.80%"
"518","Houston","Job Title","2019-03","Program Manager","Median Base Pay","$78,706 ","-1.80%"
"519","Houston","Job Title","2019-03","Programmer Analyst","Median Base Pay","$72,661 ","0.10%"
"520","Houston","Job Title","2019-03","Project Manager","Median Base Pay","$84,041 ","-0.90%"
"521","Houston","Job Title","2019-03","Property Manager","Median Base Pay","$56,930 ","1.70%"
"522","Houston","Job Title","2019-03","Quality Engineer","Median Base Pay","$75,064 ","-0.20%"
"523","Houston","Job Title","2019-03","Recruiter","Median Base Pay","$53,061 ","0.00%"
"524","Houston","Job Title","2019-03","Registered Nurse","Median Base Pay","$72,016 ","0.10%"
"525","Houston","Job Title","2019-03","Research Assistant","Median Base Pay","$30,398 ","1.80%"
"526","Houston","Job Title","2019-03","Restaurant Cook","Median Base Pay","$26,969 ","-0.60%"
"527","Houston","Job Title","2019-03","Restaurant Manager","Median Base Pay","$52,095 ","-0.90%"
"528","Houston","Job Title","2019-03","Retail Key Holder","Median Base Pay","$29,241 ","1.00%"
"529","Houston","Job Title","2019-03","Sales Manager","Median Base Pay","$68,244 ","-1.80%"
"530","Houston","Job Title","2019-03","Sales Representative","Median Base Pay","$50,935 ","1.80%"
"531","Houston","Job Title","2019-03","Security Officer","Median Base Pay","$35,360 ","2.40%"
"532","Houston","Job Title","2019-03","Server","Median Base Pay","$30,294 ","-0.20%"
"533","Houston","Job Title","2019-03","Software Engineer","Median Base Pay","$85,892 ","0.40%"
"534","Houston","Job Title","2019-03","Solutions Architect","Median Base Pay","$107,632 ","0.70%"
"535","Houston","Job Title","2019-03","Store Manager","Median Base Pay","$51,983 ","-0.60%"
"536","Houston","Job Title","2019-03","Systems Engineer","Median Base Pay","$76,716 ","-0.10%"
"537","Houston","Job Title","2019-03","Tax Manager","Median Base Pay","$100,206 ","-0.50%"
"538","Houston","Job Title","2019-03","Teacher","Median Base Pay","$53,226 ","0.10%"
"539","Houston","Job Title","2019-03","Technical Editor","Median Base Pay","$55,389 ","-0.10%"
"540","Houston","Job Title","2019-03","Technical Support","Median Base Pay","$48,369 ","1.30%"
"541","Houston","Job Title","2019-03","Technician","Median Base Pay","$48,716 ","0.10%"
"542","Houston","Job Title","2019-03","Truck Driver","Median Base Pay","$56,384 ","3.70%"
"543","Houston","Job Title","2019-03","UX Designer","Median Base Pay","$75,160 ","-0.40%"
"544","Houston","Job Title","2019-03","Warehouse Associate","Median Base Pay","$38,597 ","0.80%"
"545","Houston","Job Title","2019-03","Web Designer","Median Base Pay","$57,396 ","-3.30%"
"546","Houston","Job Title","2019-03","Web Developer","Median Base Pay","$70,448 ","0.90%"
"547","Seattle","Job Title","2019-03","Accountant","Median Base Pay","$63,850 ","1.90%"
"548","Seattle","Job Title","2019-03","Administrative Assistant","Median Base Pay","$50,747 ","1.60%"
"549","Seattle","Job Title","2019-03","Attorney","Median Base Pay","$118,029 ","-2.50%"
"550","Seattle","Job Title","2019-03","Bank Teller","Median Base Pay","$35,817 ","6.40%"
"551","Seattle","Job Title","2019-03","Barista","Median Base Pay","$30,837 ","3.60%"
"552","Seattle","Job Title","2019-03","Bartender","Median Base Pay","$42,337 ","13.70%"
"553","Seattle","Job Title","2019-03","Business Analyst","Median Base Pay","$79,054 ","1.50%"
"554","Seattle","Job Title","2019-03","Business Development Manager","Median Base Pay","$85,759 ","0.50%"
"555","Seattle","Job Title","2019-03","Buyer","Median Base Pay","$69,647 ","2.50%"
"556","Seattle","Job Title","2019-03","Cashier","Median Base Pay","$35,574 ","5.80%"
"557","Seattle","Job Title","2019-03","Certified Nursing Assistant","Median Base Pay","$37,639 ","3.30%"
"558","Seattle","Job Title","2019-03","Civil Engineer","Median Base Pay","$78,160 ","1.60%"
"559","Seattle","Job Title","2019-03","Claims Adjuster","Median Base Pay","$55,828 ","4.60%"
"560","Seattle","Job Title","2019-03","Communications Manager","Median Base Pay","$86,632 ","2.70%"
"561","Seattle","Job Title","2019-03","Construction Laborer","Median Base Pay","$53,031 ","2.30%"
"562","Seattle","Job Title","2019-03","Consultant","Median Base Pay","$91,381 ","1.90%"
"563","Seattle","Job Title","2019-03","Customer Service Manager","Median Base Pay","$62,542 ","1.60%"
"564","Seattle","Job Title","2019-03","Customer Service Representative","Median Base Pay","$44,891 ","2.60%"
"565","Seattle","Job Title","2019-03","Data Analyst","Median Base Pay","$72,398 ","2.40%"
"566","Seattle","Job Title","2019-03","Data Scientist","Median Base Pay","$125,768 ","-1.00%"
"567","Seattle","Job Title","2019-03","Delivery Driver","Median Base Pay","$48,693 ","1.90%"
"568","Seattle","Job Title","2019-03","Design Engineer","Median Base Pay","$85,886 ","1.00%"
"569","Seattle","Job Title","2019-03","Electrical Engineer","Median Base Pay","$92,649 ","2.60%"
"570","Seattle","Job Title","2019-03","Emergency Medical Technician","Median Base Pay","$41,592 ","2.90%"
"571","Seattle","Job Title","2019-03","Field Engineer","Median Base Pay","$75,042 ","0.20%"
"572","Seattle","Job Title","2019-03","Financial Advisor","Median Base Pay","$56,938 ","-2.90%"
"573","Seattle","Job Title","2019-03","Financial Analyst","Median Base Pay","$74,719 ","0.40%"
"574","Seattle","Job Title","2019-03","Graphic Designer","Median Base Pay","$60,281 ","1.30%"
"575","Seattle","Job Title","2019-03","Human Resources Manager","Median Base Pay","$87,988 ","1.90%"
"576","Seattle","Job Title","2019-03","Insurance Agent","Median Base Pay","$43,823 ","-2.80%"
"577","Seattle","Job Title","2019-03","IT Manager","Median Base Pay","$107,640 ","1.00%"
"578","Seattle","Job Title","2019-03","Java Developer","Median Base Pay","$92,409 ","2.30%"
"579","Seattle","Job Title","2019-03","Licensed Practical Nurse","Median Base Pay","$53,763 ","1.60%"
"580","Seattle","Job Title","2019-03","Loan Officer","Median Base Pay","$51,193 ","-2.00%"
"581","Seattle","Job Title","2019-03","Machine Operator","Median Base Pay","$44,097 ","2.40%"
"582","Seattle","Job Title","2019-03","Maintenance Technician","Median Base Pay","$51,508 ","1.80%"
"583","Seattle","Job Title","2019-03","Maintenance Worker","Median Base Pay","$50,498 ","1.70%"
"584","Seattle","Job Title","2019-03","Manufacturing Engineer","Median Base Pay","$81,019 ","1.70%"
"585","Seattle","Job Title","2019-03","Marketing Manager","Median Base Pay","$88,683 ","-0.20%"
"586","Seattle","Job Title","2019-03","Material Handler","Median Base Pay","$42,328 ","4.70%"
"587","Seattle","Job Title","2019-03","Mechanical Engineer","Median Base Pay","$86,274 ","0.90%"
"588","Seattle","Job Title","2019-03","Medical Assistant","Median Base Pay","$45,413 ","1.10%"
"589","Seattle","Job Title","2019-03","Medical Technologist","Median Base Pay","$66,463 ","2.00%"
"590","Seattle","Job Title","2019-03","Office Manager","Median Base Pay","$59,754 ","4.70%"
"591","Seattle","Job Title","2019-03","Operations Analyst","Median Base Pay","$68,951 ","2.10%"
